Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
2. Dezember 2010 17:15;2357292;02.12.2010 17:15:00;3179513;2502811
14. Januar 2021 12:00;2306278;14.01.2021 12:00:00;2361948;2503016
17. Dezember 2010 18:00;2362065;17.12.2010 18:00:00;2983594;2503690
14. Dezember 2010 16:30;2362684;14.12.2010 16:30:00;2832180;2503916
15. Dezember 2010 13:30;2373032;15.12.2010 13:30:00;2749958;2504074
25. Januar 2011 08:45;2353320;25.01.2011 08:45:00;2711132;2504104
11. Februar 2021 10:00;2319266;11.02.2021 10:00:00;3055395;2504247
12. Februar 2021 10:00;2379964;12.02.2021 10:00:00;2613555;2504437
11. Februar 2021 10:15;2321794;11.02.2021 10:15:00;2877662;2504538
14. Dezember 2010 08:00;2355838;14.12.2010 08:00:00;2888104;2505333
2. Dezember 2010 11:45;2364964;02.12.2010 11:45:00;2996442;2505449
11. Februar 2021 10:30;2326510;11.02.2021 10:30:00;2818306;2505482
2. Februar 2011 10:45;2352839;02.02.2011 10:45:00;2343602;2505701
14. Dezember 2010 12:15;2359878;14.12.2010 12:15:00;2564846;2505726
2. Februar 2011 10:00;2352982;02.02.2011 10:00:00;2408658;2505777
25. Januar 2011 10:15;2355944;25.01.2011 10:15:00;2544593;2506003
1. Februar 2011 18:45;2349749;01.02.2011 18:45:00;3118537;2506436
1. Dezember 2010 16:45;2337898;01.12.2010 16:45:00;2729937;2506537
15. Dezember 2010 19:30;2362563;15.12.2010 19:30:00;3095147;2506644
3. Dezember 2010 10:30;2360399;03.12.2010 10:30:00;3118590;2506719
27. Januar 2021 11:00;2332187;27.01.2021 11:00:00;2545655;2506900
2. Februar 2011 11:45;2348542;02.02.2011 11:45:00;2336806;2507035
25. Januar 2011 09:45;2358118;25.01.2011 09:45:00;2708945;2507085
17. Dezember 2010 10:30;2366685;17.12.2010 10:30:00;2836187;2507240
2. Februar 2011 10:15;2351878;02.02.2011 10:15:00;2350236;2507247
27. Januar 2021 10:30;2338168;27.01.2021 10:30:00;2559967;2507454
15. Dezember 2010 08:00;2364578;15.12.2010 08:00:00;2632458;2507472
25. Januar 2011 10:00;2364025;25.01.2011 10:00:00;2695936;2507575
16. Dezember 2010 12:00;2368911;16.12.2010 12:00:00;2640463;2507667
1. Februar 2011 18:00;2351574;01.02.2011 18:00:00;3026980;2507688
17. Dezember 2010 09:00;2364053;17.12.2010 09:00:00;2797996;2507695
30. November 2010 17:15;2361212;30.11.2010 17:15:00;3070543;2507712
2. Februar 2011 09:45;2350634;02.02.2011 09:45:00;2406899;2507718
3. Dezember 2010 11:00;2356781;03.12.2010 11:00:00;3113340;2507790
1. Februar 2011 09:00;2357075;01.02.2011 09:00:00;2783035;2507939
3. Dezember 2010 10:15;2361451;03.12.2010 10:15:00;3121278;2508295
1. Dezember 2020 12:00;2362250;01.12.2020 12:00:00;2835459;2508831
31. Januar 2011 10:00;2356026;31.01.2011 10:00:00;2762640;2509016
17. Dezember 2010 10:15;2369777;17.12.2010 10:15:00;2839392;2509531
15. Dezember 2010 16:45;2379838;15.12.2010 16:45:00;2891287;2509593
24. Januar 2011 10:30;2359403;24.01.2011 10:30:00;2754100;2509815
3. Dezember 2010 10:00;2364325;03.12.2010 10:00:00;3087101;2509943
6. Dezember 2010 12:00;2370666;06.12.2010 12:00:00;2830176;2510609
17. Dezember 2010 17:30;2365923;17.12.2010 17:30:00;2996780;2510676
15. Dezember 2010 12:15;2382273;15.12.2010 12:15:00;2821024;2510736
16. Dezember 2010 08:15;2365414;16.12.2010 08:15:00;2847652;2510929
12. Januar 2021 10:00;2344421;12.01.2021 10:00:00;2957189;2511211
2. Februar 2011 10:30;2358792;02.02.2011 10:30:00;2345344;2511255
24. Januar 2011 10:45;2360899;24.01.2011 10:45:00;2753739;2511542
13. Dezember 2010 17:15;2368245;13.12.2010 17:15:00;3055376;2512095
1. Februar 2011 11:15;2353012;01.02.2011 11:15:00;2767970;2512096
2. Dezember 2010 18:15;2372017;02.12.2010 18:15:00;3216288;2512324
24. Januar 2011 10:15;2366990;24.01.2011 10:15:00;2755599;2512640
30. November 2010 17:45;2359920;30.11.2010 17:45:00;3079475;2512823
17. Dezember 2010 10:45;2376068;17.12.2010 10:45:00;2842570;2513422
31. Januar 2011 10:30;2368629;31.01.2011 10:30:00;2721436;2513482
12. Januar 2021 11:45;2376831;12.01.2021 11:45:00;2688633;2513571
24. Januar 2011 12:00;2367553;24.01.2011 12:00:00;2768192;2513719
17. Dezember 2010 09:45;2375653;17.12.2010 09:45:00;2831143;2513837
14. Dezember 2010 08:15;2363830;14.12.2010 08:15:00;2975449;2514039
17. Dezember 2010 11:00;2374479;17.12.2010 11:00:00;2843972;2514394
1. Dezember 2010 17:00;2349474;01.12.2010 17:00:00;2776370;2514715
25. Januar 2011 09:00;2371163;25.01.2011 09:00:00;2714749;2515069
13. Dezember 2010 18:45;2371520;13.12.2010 18:45:00;3077473;2515130
12. Februar 2021 09:45;2390316;12.02.2021 09:45:00;2635876;2515152
24. Januar 2011 11:00;2366893;24.01.2011 11:00:00;2757812;2515592
31. Januar 2011 10:15;2368514;31.01.2011 10:15:00;2730540;2516146
12. Februar 2021 10:15;2384711;12.02.2021 10:15:00;2662879;2516708
17. Dezember 2010 11:45;2381659;17.12.2010 11:45:00;2843278;2516906
1. Dezember 2010 18:30;2352276;01.12.2010 18:30:00;3083392;2516958
1. Dezember 2010 12:00;2370102;01.12.2010 12:00:00;2817495;2517000
24. Januar 2011 09:45;2369764;24.01.2011 09:45:00;2738655;2517055
14. Dezember 2010 11:15;2365241;14.12.2010 11:15:00;2826169;2517282
16. Dezember 2010 10:45;2380346;16.12.2010 10:45:00;2831510;2517772
12. Februar 2021 11:30;2357422;12.02.2021 11:30:00;2651456;2517881
27. Januar 2021 12:15;2343560;27.01.2021 12:15:00;2692325;2518274
31. Januar 2011 10:45;2368880;31.01.2011 10:45:00;2723483;2518356
13. Dezember 2010 17:30;2380269;13.12.2010 17:30:00;3106492;2518442
16. Dezember 2010 11:45;2381171;16.12.2010 11:45:00;2667951;2518586
6. Dezember 2010 11:45;2373958;06.12.2010 11:45:00;2842343;2518669
16. Dezember 2010 10:15;2381315;16.12.2010 10:15:00;2838085;2518782
31. Januar 2011 11:00;2372057;31.01.2011 11:00:00;2728895;2518916
17. Dezember 2010 12:00;2376863;17.12.2010 12:00:00;2846187;2519875
24. Januar 2011 09:00;2367006;24.01.2011 09:00:00;2673495;2520102
16. Dezember 2010 08:00;2369585;16.12.2010 08:00:00;2721432;2520119
1. Februar 2011 11:30;2367558;01.02.2011 11:30:00;2789375;2520221
1. Februar 2011 18:15;2364046;01.02.2011 18:15:00;3128338;2520692
16. Dezember 2010 11:00;2384541;16.12.2010 11:00:00;2822171;2520787
2. Dezember 2010 17:45;2372001;02.12.2010 17:45:00;3207135;2521347
30. November 2010 18:00;2377777;30.11.2010 18:00:00;3081597;2521348
1. Dezember 2010 17:45;2358147;01.12.2010 17:45:00;3114847;2521990
2. Dezember 2010 17:30;2372151;02.12.2010 17:30:00;3203818;2522108
14. Dezember 2010 19:15;2377137;14.12.2010 19:15:00;2988016;2522166
1. Dezember 2010 17:30;2362264;01.12.2010 17:30:00;3124062;2522371
14. Dezember 2010 08:30;2370216;14.12.2010 08:30:00;2991084;2522423
25. Januar 2011 12:00;2373779;25.01.2011 12:00:00;2562229;2522597
25. Januar 2011 11:45;2374360;25.01.2011 11:45:00;2583873;2523010
15. Dezember 2010 11:15;2383033;15.12.2010 11:15:00;2967943;2523674
28. Januar 2021 12:00;2345981;28.01.2021 12:00:00;2294307;2523932
31. Januar 2011 11:45;2374619;31.01.2011 11:45:00;2796364;2524063
1. Dezember 2010 17:15;2359830;01.12.2010 17:15:00;3095934;2524143
1. Februar 2011 10:30;2365706;01.02.2011 10:30:00;2682824;2524785
1. Februar 2011 09:45;2365562;01.02.2011 09:45:00;2713630;2524859
24. Januar 2011 10:00;2370972;24.01.2011 10:00:00;2750027;2524863
1. Februar 2011 18:30;2367216;01.02.2011 18:30:00;3138738;2524899
15. Dezember 2010 08:30;2379340;15.12.2010 08:30:00;2829317;2525040
17. Dezember 2010 10:00;2386093;17.12.2010 10:00:00;2839726;2525555
2. Dezember 2010 18:30;2370606;02.12.2010 18:30:00;3224430;2525688
12. Januar 2021 12:00;2388796;12.01.2021 12:00:00;2711417;2526067
28. Januar 2021 11:45;2340879;28.01.2021 11:45:00;2327558;2526227
15. Dezember 2010 19:15;2385614;15.12.2010 19:15:00;3120905;2526360
1. Februar 2011 10:00;2363084;01.02.2011 10:00:00;2707491;2526524
1. Dezember 2010 18:15;2361155;01.12.2010 18:15:00;3093603;2526822
31. Januar 2011 12:00;2379461;31.01.2011 12:00:00;2793407;2526944
16. Dezember 2010 19:15;2377394;16.12.2010 19:15:00;2751413;2527301
13. Dezember 2010 18:30;2379301;13.12.2010 18:30:00;3091077;2527748
14. Dezember 2010 16:45;2383421;14.12.2010 16:45:00;2850890;2527865
1. Februar 2011 10:15;2365314;01.02.2011 10:15:00;2688075;2528232
24. Januar 2011 11:45;2378352;24.01.2011 11:45:00;2780907;2528513
1. Dezember 2010 11:45;2381251;01.12.2010 11:45:00;2843928;2528791
14. Dezember 2010 09:15;2371035;14.12.2010 09:15:00;2978148;2530067
16. Dezember 2010 19:00;2391905;16.12.2010 19:00:00;2933283;2530760
15. Dezember 2010 08:15;2387522;15.12.2010 08:15:00;2823083;2531396
1. Dezember 2010 18:00;2366417;01.12.2010 18:00:00;3127171;2531600
12. Februar 2021 11:45;2374273;12.02.2021 11:45:00;2659764;2533039
15. Dezember 2010 09:15;2387545;15.12.2010 09:15:00;2883767;2534072
13. Dezember 2010 17:45;2389658;13.12.2010 17:45:00;3105318;2534084
16. Dezember 2010 08:30;2385297;16.12.2010 08:30:00;2867649;2534857
16. Dezember 2010 10:00;2391567;16.12.2010 10:00:00;2903412;2534969
12. Februar 2021 12:30;2343493;12.02.2021 12:30:00;2472894;2536494
16. Dezember 2010 09:30;2396422;16.12.2010 09:30:00;2908989;2536634
16. Dezember 2010 10:30;2388688;16.12.2010 10:30:00;2849153;2537391
15. Dezember 2010 11:30;2396909;15.12.2010 11:30:00;2978025;2537683
12. Februar 2021 11:00;2383135;12.02.2021 11:00:00;2630310;2538017
27. Januar 2021 11:45;2364754;27.01.2021 11:45:00;2500541;2539531
14. Dezember 2010 11:30;2393124;14.12.2010 11:30:00;2837353;2540792
2. Dezember 2010 18:00;2382282;02.12.2010 18:00:00;3217352;2540793
27. Januar 2021 12:00;2364356;27.01.2021 12:00:00;2525043;2541310
15. Dezember 2010 09:30;2399401;15.12.2010 09:30:00;2884713;2541421
14. Dezember 2010 08:45;2381913;14.12.2010 08:45:00;3012390;2541713
16. Dezember 2010 09:45;2390704;16.12.2010 09:45:00;2904168;2541978
12. Februar 2021 10:45;2384826;12.02.2021 10:45:00;2658407;2542925
16. Dezember 2010 09:00;2391262;16.12.2010 09:00:00;2884545;2543169
14. Dezember 2010 09:00;2382386;14.12.2010 09:00:00;3005723;2543706
15. Dezember 2010 09:00;2404756;15.12.2010 09:00:00;2855941;2543811
1. Februar 2011 10:45;2380690;01.02.2011 10:45:00;2703866;2544239
16. Dezember 2010 09:15;2398142;16.12.2010 09:15:00;2907179;2544426
1. Februar 2011 11:00;2382947;01.02.2011 11:00:00;2707904;2544835
15. Dezember 2010 08:45;2400433;15.12.2010 08:45:00;2852521;2545153
1. Februar 2011 12:00;2387931;01.02.2011 12:00:00;2818964;2546315
14. Dezember 2010 19:00;2392204;14.12.2010 19:00:00;3044001;2546327
12. Februar 2021 12:00;2387712;12.02.2021 12:00:00;2646466;2546778
16. Dezember 2010 08:45;2397548;16.12.2010 08:45:00;2886502;2546997
13. Dezember 2010 18:15;2404779;13.12.2010 18:15:00;3112518;2548055
14. Dezember 2010 09:30;2383596;14.12.2010 09:30:00;2992008;2548686
13. Dezember 2010 18:00;2408201;13.12.2010 18:00:00;3124728;2548968
16. Dezember 2010 18:45;2403186;16.12.2010 18:45:00;2965528;2550421
12. Februar 2021 10:30;2392003;12.02.2021 10:30:00;2681164;2550648
14. Dezember 2010 11:00;2404711;14.12.2010 11:00:00;2954001;2551115
16. Dezember 2010 17:00;2410330;16.12.2010 17:00:00;2694467;2551182
15. Dezember 2010 19:00;2406466;15.12.2010 19:00:00;3177378;2553523
14. Dezember 2010 17:00;2405932;14.12.2010 17:00:00;2908179;2553932
15. Dezember 2010 17:00;2411589;15.12.2010 17:00:00;2955712;2553954
16. Dezember 2010 18:30;2412607;16.12.2010 18:30:00;2982734;2557525
15. Dezember 2010 10:15;2410012;15.12.2010 10:15:00;2977525;2557526
12. Februar 2021 12:15;2372569;12.02.2021 12:15:00;2530357;2557606
14. Dezember 2010 09:45;2397817;14.12.2010 09:45:00;3006688;2559155
14. Dezember 2010 10:15;2404110;14.12.2010 10:15:00;2981921;2562871
14. Dezember 2010 18:45;2415103;14.12.2010 18:45:00;3071646;2563567
15. Dezember 2010 18:45;2414890;15.12.2010 18:45:00;3192288;2563621
15. Dezember 2010 09:45;2415637;15.12.2010 09:45:00;2913848;2564223
14. Dezember 2010 10:00;2397749;14.12.2010 10:00:00;3003917;2565146
14. Dezember 2010 10:30;2405798;14.12.2010 10:30:00;2979770;2565712
1. Februar 2011 11:45;2403772;01.02.2011 11:45:00;2819412;2565721
15. Dezember 2010 10:30;2426463;15.12.2010 10:30:00;3005714;2566515
15. Dezember 2010 11:00;2422369;15.12.2010 11:00:00;3002333;2566934
15. Dezember 2010 17:15;2425695;15.12.2010 17:15:00;3159366;2566972
15. Dezember 2010 10:45;2422735;15.12.2010 10:45:00;3001023;2567017
14. Dezember 2010 10:45;2410273;14.12.2010 10:45:00;2983394;2567416
14. Dezember 2010 11:45;2421680;14.12.2010 11:45:00;2870257;2569536
15. Dezember 2010 10:00;2428572;15.12.2010 10:00:00;2931506;2572369
16. Dezember 2010 17:45;2428309;16.12.2010 17:45:00;3032132;2573029
14. Dezember 2010 12:00;2419868;14.12.2010 12:00:00;2847025;2573836
15. Dezember 2010 12:00;2426079;15.12.2010 12:00:00;2999867;2573859
15. Dezember 2010 11:45;2433010;15.12.2010 11:45:00;3019605;2579037
16. Dezember 2010 17:15;2436891;16.12.2010 17:15:00;3010197;2579353
16. Dezember 2010 18:15;2433970;16.12.2010 18:15:00;3002518;2581038
14. Dezember 2010 17:15;2430355;14.12.2010 17:15:00;3144056;2582378
14. Dezember 2010 18:30;2433308;14.12.2010 18:30:00;3089527;2584228
15. Dezember 2010 18:30;2440485;15.12.2010 18:30:00;3217945;2585224
15. Dezember 2010 17:30;2444810;15.12.2010 17:30:00;3196485;2587536
16. Dezember 2010 17:30;2443355;16.12.2010 17:30:00;3047618;2587923
16. Dezember 2010 18:00;2444021;16.12.2010 18:00:00;3044618;2589577
14. Dezember 2010 17:30;2436864;14.12.2010 17:30:00;3163485;2590547
15. Dezember 2010 17:45;2446906;15.12.2010 17:45:00;3201013;2591813
14. Dezember 2010 18:15;2435215;14.12.2010 18:15:00;3104088;2593769
14. Dezember 2010 17:45;2437434;14.12.2010 17:45:00;3166057;2594595
15. Dezember 2010 18:00;2451089;15.12.2010 18:00:00;3202773;2595455
15. Dezember 2010 18:15;2446736;15.12.2010 18:15:00;3222135;2597315
14. Dezember 2010 18:00;2449547;14.12.2010 18:00:00;3173126;2605134
19. Dezember 2017 11:45;2303139;19.12.2017 11:45:00;2459371;2393609
19. Dezember 2017 12:00;2304714;19.12.2017 12:00:00;2440129;2395861
18. Dezember 2017 18:00;2307478;18.12.2017 18:00:00;2961166;2410217
16. Dezember 2016 11:00;2303506;16.12.2016 11:00:00;2180152;2414166
16. Dezember 2016 10:00;2301447;16.12.2016 10:00:00;2208963;2419947
19. Dezember 2017 10:00;2304326;19.12.2017 10:00:00;2635564;2420069
18. Dezember 2017 08:45;2302268;18.12.2017 08:45:00;2213199;2420607
21. Januar 2019 08:45;2301682;21.01.2019 08:45:00;3218485;2421484
16. Dezember 2016 10:15;2305597;16.12.2016 10:15:00;2190012;2422335
12. Dezember 2018 18:15;2300579;12.12.2018 18:15:00;3243281;2422455
12. Dezember 2018 09:15;2305691;12.12.2018 09:15:00;3215800;2422835
16. Dezember 2016 10:30;2311816;16.12.2016 10:30:00;2189054;2423081
14. Dezember 2018 09:00;2302808;14.12.2018 09:00:00;3297136;2423103
12. Dezember 2018 10:15;2308702;12.12.2018 10:15:00;3201113;2423737
25. Januar 2019 08:00;2303939;25.01.2019 08:00:00;3096806;2424292
25. Januar 2019 10:45;2309796;25.01.2019 10:45:00;3094866;2424363
7. Februar 2019 09:00;2301550;07.02.2019 09:00:00;2553549;2425500
7. Februar 2019 09:15;2301254;07.02.2019 09:15:00;2506579;2425654
19. Dezember 2017 08:45;2301485;19.12.2017 08:45:00;2853024;2425803
13. Dezember 2018 11:00;2302021;13.12.2018 11:00:00;3020303;2426129
14. Dezember 2018 08:30;2306479;14.12.2018 08:30:00;3289979;2426668
13. Dezember 2018 18:15;2302242;13.12.2018 18:15:00;3311525;2427170
18. Dezember 2017 12:15;2324493;18.12.2017 12:15:00;2364765;2427629
11. Januar 2019 10:00;2300424;11.01.2019 10:00:00;2825551;2427887
23. Januar 2019 11:45;2305616;23.01.2019 11:45:00;3299137;2427984
12. Dezember 2018 10:00;2314035;12.12.2018 10:00:00;3214089;2428247
6. Februar 2019 11:30;2300895;06.02.2019 11:30:00;2358301;2428460
22. Januar 2019 11:15;2309309;22.01.2019 11:15:00;2667052;2428483
23. Januar 2019 12:00;2305351;23.01.2019 12:00:00;3299999;2428509
18. Dezember 2017 11:15;2326168;18.12.2017 11:15:00;2286590;2428570
11. Januar 2019 10:30;2304125;11.01.2019 10:30:00;2745594;2429259
12. Dezember 2018 18:00;2311268;12.12.2018 18:00:00;3298790;2429336
19. Dezember 2017 09:00;2305974;19.12.2017 09:00:00;2840671;2429363
22. Januar 2019 11:30;2310544;22.01.2019 11:30:00;2681047;2429475
13. Dezember 2018 10:15;2304563;13.12.2018 10:15:00;3049929;2429506
6. Februar 2019 11:15;2300972;06.02.2019 11:15:00;2374724;2429538
23. Januar 2019 11:00;2303690;23.01.2019 11:00:00;3295661;2429655
5. Februar 2019 08:15;2305073;05.02.2019 08:15:00;2708863;2429930
16. Januar 2017 13:00;2300990;16.01.2017 13:00:00;2096070;2430067
5. Februar 2019 08:30;2307805;05.02.2019 08:30:00;2725797;2430345
18. Dezember 2017 09:15;2311055;18.12.2017 09:15:00;2350426;2430457
9. Januar 2017 09:30;2301803;09.01.2017 09:30:00;2421201;2430808
11. Januar 2019 10:45;2304510;11.01.2019 10:45:00;2745599;2431066
19. Januar 2016 13:30;2304964;19.01.2016 13:30:00;1752093;2431316
18. Januar 2016 07:45;2301950;18.01.2016 07:45:00;2006618;2431397
9. Januar 2019 11:45;2302257;09.01.2019 11:45:00;2439329;2431853
23. Januar 2019 09:15;2307121;23.01.2019 09:15:00;3324674;2431917
13. Dezember 2018 17:45;2305786;13.12.2018 17:45:00;3333030;2431968
18. Dezember 2017 11:30;2330590;18.12.2017 11:30:00;2298093;2432047
14. Dezember 2018 10:00;2306426;14.12.2018 10:00:00;3285484;2432223
5. Februar 2019 11:00;2309015;05.02.2019 11:00:00;2772281;2432236
7. Februar 2019 09:30;2307601;07.02.2019 09:30:00;2510703;2432546
7. Februar 2019 08:45;2309506;07.02.2019 08:45:00;2559794;2432834
13. Dezember 2018 17:30;2307747;13.12.2018 17:30:00;3327952;2432840
24. Januar 2019 18:00;2305754;24.01.2019 18:00:00;3439196;2432941
17. Januar 2018 11:30;2301855;17.01.2018 11:30:00;2256461;2433427
14. Dezember 2018 08:45;2312546;14.12.2018 08:45:00;3302291;2433854
19. Januar 2017 07:30;2302898;19.01.2017 07:30:00;2333883;2433930
13. Dezember 2018 18:00;2307652;13.12.2018 18:00:00;3339305;2434230
14. Dezember 2018 11:00;2303451;14.12.2018 11:00:00;3296218;2434424
7. Februar 2019 11:30;2305606;07.02.2019 11:30:00;2126953;2434554
22. Januar 2019 08:15;2316603;22.01.2019 08:15:00;3056942;2434725
9. Januar 2017 08:45;2303385;09.01.2017 08:45:00;2417784;2434926
19. Januar 2016 13:45;2307065;19.01.2016 13:45:00;1766437;2435091
2. März 2018 13:00;2303641;02.03.2018 13:00:00;2524487;2435636
12. Dezember 2018 09:00;2317374;12.12.2018 09:00:00;3285906;2435679
14. Dezember 2018 09:45;2311943;14.12.2018 09:45:00;3305658;2435740
5. Februar 2019 09:15;2312405;05.02.2019 09:15:00;2791930;2435822
6. Februar 2019 12:00;2309387;06.02.2019 12:00:00;2341412;2436600
13. Dezember 2018 10:45;2313066;13.12.2018 10:45:00;3029496;2436735
16. Januar 2017 14:45;2301926;16.01.2017 14:45:00;1891820;2437009
17. Januar 2018 12:15;2305742;17.01.2018 12:15:00;1965240;2437074
31. Januar 2019 12:00;2309401;31.01.2019 12:00:00;2965581;2437127
9. Januar 2017 09:00;2305127;09.01.2017 09:00:00;2418332;2437176
6. Februar 2019 08:15;2315790;06.02.2019 08:15:00;2487513;2437386
13. Dezember 2018 10:30;2313710;13.12.2018 10:30:00;3034091;2437703
1. März 2018 18:45;2304676;01.03.2018 18:45:00;2901091;2437984
23. Februar 2018 09:00;2301167;23.02.2018 09:00:00;2766365;2438101
22. Januar 2019 08:30;2320460;22.01.2019 08:30:00;3091947;2438123
9. Januar 2017 09:15;2302134;09.01.2017 09:15:00;2409938;2438162
1. Februar 2019 11:45;2304103;01.02.2019 11:45:00;2714905;2438265
13. Dezember 2018 09:30;2311876;13.12.2018 09:30:00;3071970;2438433
9. Februar 2017 11:45;2304306;09.02.2017 11:45:00;1620142;2438514
1. März 2018 14:45;2301261;01.03.2018 14:45:00;2615674;2438550
30. Januar 2017 11:00;2301886;30.01.2017 11:00:00;1386817;2438559
25. Januar 2019 10:30;2318280;25.01.2019 10:30:00;3086497;2438586
16. Januar 2017 12:45;2305457;16.01.2017 12:45:00;2111589;2438614
13. Dezember 2018 09:45;2313280;13.12.2018 09:45:00;3090451;2438689
30. Januar 2017 10:30;2304321;30.01.2017 10:30:00;1397309;2438820
18. Januar 2016 12:15;2317772;18.01.2016 12:15:00;1695066;2439051
5. Februar 2019 10:45;2317110;05.02.2019 10:45:00;2801616;2439132
19. Januar 2017 20:00;2306247;19.01.2017 20:00:00;2224973;2439252
18. Dezember 2017 09:30;2317127;18.12.2017 09:30:00;2363433;2439448
1. März 2018 18:30;2303529;01.03.2018 18:30:00;2898299;2439547
1. Februar 2019 12:00;2307389;01.02.2019 12:00:00;2739390;2439687
14. Dezember 2018 10:30;2314914;14.12.2018 10:30:00;3259449;2439726
16. Januar 2017 14:15;2307517;16.01.2017 14:15:00;1891194;2439861
28. Februar 2018 12:30;2302445;28.02.2018 12:30:00;2937250;2439918
19. November 2018 11:45;2319275;19.11.2018 11:45:00;2040412;2439995
